label,translation
Bank of the Oriental Republic of Uruguay,Bank der Orientalische Republik Uruguay
Banco de la Republica Oriental del Uruguay,Banco de la Republica Oriental del Uruguay
Beta-adrenergic agonist,Beta-adrenergischer Agonist
Lady of the Lake,Der Frau der Sees
1992 Cairo earthquake,Erdbeben in Kairo 1992
American University of Sharjah,Amerikanisch Universität von Sharjah
Gāmaʿat al-Mansoura,Gāmaʿat al-Mansoura
Swiss cheese,Schweizer Käse
elections in Saudi Arabia,Wahl in Saudi-Arabien
Tanuma period,Tanuma-Zeit
Tanuma era,Tanuma Ära
Le Quy Don University of Science and Technology,Le Quy Don Universität für Wissenschaft und Technologie
Military Institute of Science and Technology,Militärisches Institut für Wissenschaft und Technologie
Bring the Jubilee,Bringen Ich der Jubiläum
vitamin B2 deficiency,Vitamin B2-Mangel
riboflavin deficiency,Riboflavin-Mangel
Aspects of the Novel,Aspekt der Roman
ZAZ-1103 Slavuta,ZAZ-1103 Slavuta
Memorial to Defenders of the Soviet Arctic during the Great Patriotic War,Denkmal für der Verteidiger der sowjetisch Arktis während der Großen Vaterländische Krieg
Foreign Service Institute of the United States,Auswärtiges Dienstinstitut der Vereinigte Staat
M. Narikbayev KAZGUU University,M. Narikbajew Universität KAZGUU
KAZGUU University,KAZGUU Universität
Capitol of Puerto Rico,Kapitol von Puerto Rico
Capitolio de Puerto Rico,Capitolio de Puerto Rico
Kizhi museum,Kizhi Museum
Oleh Blokhin club,Oleh Blochin Club
Wooden palace of tsar Alexey,Der hölzerne Palast der Zar Alexej
Cabbages and Kings,Kohl und König
Liberal Democratic Party of the Soviet Union,Liberaldemokratische Partei der Sowjetunion
The Tale of Mr. Jeremy Fisher,Der Geschichte von Mr. Jeremy Fisher
1990 Major League Baseball season,1990 Major League Baseball Saison
Department of Human Services,Abteilung Human Service
Moscow State Automobile and Road University of Technology,Staatlich Technisch Universität Moskau für Automobil und Straße
Moscow Institute of Transport,Moskauer Institut für Verkehr
Moscow Automobile and Road Construction State Technical University,Staatlich Technisch Universität für Automobil- und Straßenbau Moskau
Moscow Automobile and Road Construction University,Moskauer Universität für Automobil- und Straßenbau
Moscow State University of Mechanical Engineering,Moskauer Staatlich Universität für Maschinenbau
Universidad Nacional de las Artes,Universidad Nacional de lesen Artes
Memorial to Marshal Zhukov,Denkmal für Marschall Schukow
Pamyatnik marshalu Zhukovu,Pamyatnik marshalu Schukowu
paranoiac syndrome,Paranoiac-Syndrom
Border Service of the National Security Committee of the Republic of Kazakhstan,Grenzdienst der Nationale Sicherheitskomitees der Republik Kasachstan
Muz-TV Awards,Muz-TV Auszeichnung
political factionalism during the Joseon dynasty,Politischer Fraktionismus während der Joseon-Dynastie
Political factions in Joseon Dynasty,Politisch Fraktion in der Joseon-Dynastie
political factions during the Joseon dynasty,politische Fraktion während der Joseon-Dynastie
Ohio Bobcats men's basketball,Ohio Bobcats Herr Basketball
OU men's basketball,OU Herr Basketball
Ohio men's basketball,Ohio Mann Basketball
Bobcats men's basketball,Bobcats Herr Basketball
Ohio Bobcats basketball,Basketball Ohio Bobcats
OU basketball,OU-Basketball
Ohio basketball,Ohio Basketball
Bobcats basketball,Bobcats Basketball
Russian State University of Physical Education  Sport  Youth and Tourism,Russisch Staatlich Universität für Leibeserziehung Sport Jugend und Tourismus
Russian State University for Physical Education Sport Youth and Tourism,Russisch Staatlich Universität für Leibeserziehung Sport Jugend und Tourismus
Meteor，Butterfly And a Sword,Meteor Schmetterling und einen Schwert
Saint Petersburg University of the Humanities and Social Sciences,Sankt Petersburger Universität der Geistes- und Sozialwissenschaft
Saint Petersburg Humanitarian University of Trade Unions,Sankt Petersburg Humanitäre Universität der Gewerkschaft
Saint-Petersburg Humanitarian University of Trade Unions,Sankt-Petersburg Humanitäre Universität der Gewerkschaft
Saint Petersburg University of Humanities and Social Sciences,Sankt Petersburger Universität für Geistes- und Sozialwissenschaft
St. Petersburg University of the Humanities and Social Sciences,St. Petersburger Universität der Geistes- und Sozialwissenschaft
Financial Stability and Development Council,Rat für Finanzstabilität und Entwicklung
Essence of Time,Essenz der Zeit
Tver Uprising of 1327,Twerer Aufstand von 1327
Taeniasis saginata,Taeniasis saginata
beef tapeworm infection,Rinderbandwurminfektion
Coup of June 1907,Staatsstreich vom Juni 1907
Stolypin's Coup,Stolypins Coup
chronic tonsillitis,chronische Mandelentzündung
1965 Rat Islands earthquake,Erdbeben der Rat-Inseln 1965
1971–72 NFL playoffs,NFL-Playoffs 1971/72
1971-72 NFL playoffs,1971-72 NFL Playoffs
1972–73 NFL playoffs,NFL-Playoffs 1972/73
1972-73 NFL playoffs,1972-73 NFL Playoffs
1974–75 NFL playoffs,NFL-Playoffs 1974/75
1974-75 NFL playoffs,1974-75 NFL Playoffs
1976 swine flu outbreak,Ausbruch der Schweinegrippe 1976
1977–78 NFL playoffs,NFL-Playoffs 1977/78
1977-78 NFL playoffs,NFL-Playoffs 1977-78
1979–80 NFL playoffs,NFL-Playoffs 1979/80
1979-80 NFL playoffs,1979-80 NFL Playoffs
1980–81 NFL playoffs,NFL-Playoffs 1980/81
1980-81 NFL playoffs,1980-81 NFL Playoffs
1985–86 NFL playoffs,NFL-Playoffs 1985/86
1985-86 NFL playoffs,NFL-Playoffs 1985-86
1986–87 NFL playoffs,NFL-Playoffs 1986/87
1986-87 NFL playoffs,1986-87 NFL Playoffs
1991 in heavy metal music,1991 im Heavy Metal
1992 Major League Baseball draft,1992 Major League Baseball Draft
1992 MLB Draft,1992 MLB Entwurf
1997 NCAA Division I-A football season,1997 NCAA Division I-A Fußballsaison
1999 AFL season,AFL-Saison 1999
1999 Major League Baseball draft,1999 Major League Baseball Draft
1999 MLB Draft,MLB-Entwurf 1999
2000 Major League Baseball draft,2000 Major League Baseball Draft
2000 MLB Draft,MLB-Entwurf 2000
2002–03 UEFA Champions League knockout stage,UEFA Champions League K.o.-Phase 2002/03
2002-03 UEFA Champions League knockout stage,2002-03 UEFA Champions League K.o.-Phase
2004 Major League Baseball draft,2004 Major League Baseball Draft
2004 MLB Draft,2004 MLB Entwurf
2006 Major League Baseball draft,2006 Major League Baseball Draft
2006 MLB Draft,MLB-Entwurf 2006
2008 ICC Under-19 Cricket World Cup,2008 ICC U19-Cricket-Weltmeisterschaft
2008–09 NFL playoffs,NFL-Playoffs 2008/09
2008-09 NFL playoffs,2008-09 NFL Playoffs
2009 AFL Draft,AFL-Draft 2009
2013 AFL season,AFL-Saison 2013
2015 IFAF World Championship,IFAF Weltmeisterschaft 2015
에이 피스,에이 피스
더블비 21,더블비 20
AD Unión Adarve Barrio del Pilar,AD Unión Adarve Barrio del Pilar
A Girl of the Limberlost,Ein Mädchen der Limberlost
A Grain of Wheat,Ein Weizenkorn
A House for Mr Biswas,Ein Haus für Mr Biswas
A House for Mr. Biswas,Ein Haus für Mr. Biswas
A Return to Love,Eine Rückkehr zur Lieben
Directorate General of Civil Aviation,Generaldirektion Zivilluftfahrt
agricultural soil science,landwirtschaftliche Bodenkunde
2010 Alabama gubernatorial election,Gouverneurswahl in Alabama 2010
Alabama gubernatorial election  2010,Gouverneurswahl in Alabama 2010
Monument to the Heroes of Warsaw,Denkmal der Held von Warschau
2006 Alaska gubernatorial election,Gouverneurswahl in Alaska 2006
Albion's Seed,Albions Samen
An Image of Africa,Ein Bild von Afrika
Anti-intellectualism in American Life,Antiintellektualismus im amerikanisch Leben
Archbishop's Palace of Alcalá de Henares,Erzbischöflicher Palast von Alcalá de Henares
Argentina at the Paralympics,Argentinien bei der Paralympics
Arizona Wildcats baseball,Arizona Wildcats Baseball
Arizona Wildcats men's basketball,Arizona Wildcats Herr Basketball
AZ Wildcats Basketball,AZ Wildcats Basketball
U of A Basketball,U von A Basketball
U of A Wildcats Basketball,U der Wildcats Basketball
Arizona Wildcats basketball,Basketball der Arizona Wildcats
Art of Cookery,Der Kunst der Kochen
The Art of Cookery Made Plain and Easy,Der Kunst der Kochen einfach und einfach machen
Asian Games sports,Asiatisch Spiel Sport
2011 Assam Legislative Assembly election,Parlamentswahl in Assam 2011
Assam Legislative Assembly election  2011,Wahl der gesetzgebenden Versammlung in Assam 2011
Association of Political Organisations of the Indonesian People,Vereinigung der politisch Organisation der indonesisch Volk
Aston Villa Under-21s and Academy,Aston Villa UEFA U21-EM
Autosensitization dermatitis,Autosensibilisierungsdermatitis
BJ's Restaurant & Brewery,BJ Restaurant & Brauerei
BJ's Restaurant & Brewhouse,BJ Restaurant & Brauhaus
BJ's Brewhouse,BJ Brauhaus
Bowling Alone: The Collapse and Revival of American Community,Bowling allein: Der Zusammenbruch und der Revival der amerikanisch Gemeinschaft
Bangalore Medical College and Research Institute,Medizinisch Hochschule und Forschungsinstitut Bangalore
Bangladesh Institute of Research and Rehabilitation for Diabetes  Endocrine and Metabolic Disorders,Bangladesch Institut für Forschung und Rehabilitation für Diabetes endokrine und metabolische Störung
Bangladesh University of Professionals,Bangladesh University of Professionals
Banking University of Ho Chi Minh City,Ho Chi Minh Stadt - Stadt
barangay state,Barangay Staat
barangay polity,barangay polity
Bavarian nationalism,Bayerischer Nationalismus
Bank of Spain headquarters,Hauptsitz der Bank von Spanien
CF La Nucía,CF La Nucía
CF La Nucia,CF La Nucia
1970 Cambodian coup d'état,Kambodschanischer Staatsstreich 1970
Cambodian coup of 1970,Kambodschaner Putsch von 1970
Boston University Terriers men's ice hockey,Boston University Terrier Herr Eishockey
Brazilian general election  1945,Parlamentswahl in Brasilien 1945
1960 Brazilian presidential election,Präsidentschaftswahl in Brasilien 1960
Brazilian presidential election  1960,Präsidentschaftswahl in Brasilien 1960
1985 Brazilian presidential election,Präsidentschaftswahl in Brasilien 1985
Brazilian presidential election  1985,Präsidentschaftswahl in Brasilien 1985
corroborating evidence,bestätigend Beweis
California University of Pennsylvania,Universität von Pennsylvania
1950 California gubernatorial election,Gouverneurswahl in Kalifornien 1950
California gubernatorial election  1950,Gouverneurswahl in Kalifornien 1950
1954 California gubernatorial election,Gouverneurswahl in Kalifornien 1954
California gubernatorial election  1954,Gouverneurswahl in Kalifornien 1954
1958 California gubernatorial election,Gouverneurswahl in Kalifornien 1958
California gubernatorial election  1958,Gouverneurswahl in Kalifornien 1958
cat gap,Katzenlücke
Chinese reunification,Chinesisch Wiedervereinigung
Chinese unification,Chinesisch Vereinigung
reunification of China,Wiedervereinigung China
unification of China,Vereinigung China
common law offence,Straftatbestand der allgemein Recht
Consejo Nacional de Ciencia y Tecnología,Consejo Nacional de Ciencia y Tecnología
National Council of Science and Technology,Nationaler Rat für Wissenschaft und Technologie
Consejo Nacional de Ciencia y Tecnologia,Consejo Nacional de Ciencia y Tecnologia
National Research and Technology Council,Nationaler Forschungs- und Technologierat
Coordinadora Nacional para la Reducción de Desastres,Coordinadora Nacional para la Reducción de Desastres
Coordinadora Nacional para la Reduccion de Desastres,Coordinadora Nacional para la Reduccion de Desastres
coronary steal,koronarer Diebstahl
corruption in the Philippines,Liste der Stadt in der Philippinen
crime in Germany,Kriminalität in Deutschland
crime in Portugal,Kriminalität in Deutschland
crime in Switzerland,Kriminalität in der Schweiz
Davidson Wildcats men's basketball,Davidson Wildcats Herr Basketball
Davidson College men's basketball,Davidson College Herr Basketball
Davidson College basketball,Davidson College Basketball
Davidson basketball,Davidson-Basketball
Davidson men's basketball,Davidson Herr Basketball
Davidson Wildcats basketball,Davidson Wildcats Basketball
DeSales University,Universität DeSales
Allentown College of St. Francis de Sales,Allentown College of St. Francis de Sales
December 30  2009 pro-government rally in Iran,30. Dezember 2009 Pro-Regierungskundgebung im Iran
Decentralized Administration of Macedonia and Thrace,Dezentrale Verwaltung von ** und Thrakien
1980 Democratic Party presidential primaries,Präsidentschaftsvorwahlen der Demokratische Partei 1980
Democratic Party presidential primaries  1980,Präsidentschaftsvorwahlen der Demokratische Partei 1980
depraved-heart murder,Verdorbener Herzmord
depraved-indifference murder,Verdorben-Indifferenz Mord
depraved indifference murder,verdorben Gleichgültigkeit Mord
depraved heart murder,verdorben Herzmord
DCB Bank,DCB-Bank
Drexel Dragons men's basketball,Drexel Dragons Herr Basketball
Drexel Dragons basketball,Basketball Drexel Dragons
dysplastic nevus syndrome,dysplastisches Nävus-Syndrom
FAMM syndrome,FAMM-Syndrom
familial atypical multiple mole-melanoma,familiär atypisches multiples Maulwurfsmelanom
B-K mole syndrome,B-K Maulwurfsyndrom
Early Malay nationalism,Früher malaiischer Nationalismus
Ecological Movement of Uzbekistan,Ökologische Bewegung Usbekistans
economic history of Sweden,Geschichte von Schwede
Economic impact analysis,Analyse der wirtschaftlich Auswirkung
sport compact,Sport kompakt
sport compact,Sport kompakt
Second category of Ecuador,Zweiter Kategorie von Ecuador
Second category of Ecuador,Zweiter Kategorie von Ecuador
Effect of the 2004 Indian Ocean earthquake on Sri Lanka,Auswirkung der Erdbeben im Indische Ozean 2004 auf Sri Lanka
elections in Bihar,Wahl in Bihar
elections in Kerala,Wahl in Kerala
elections in Uganda,Wahl in Uganda
Seikatsusha Network of Tokyo,Seikatsusha Netzwerk von Tokio
All for Peru,Alle für Peru
National Co-ordination of Independents,Nationale Koordinierung der Unabhängige
National Coordination of Independents,Nationale Koordinierung der Unabhängige
Esteghlal–Sepahan rivalry,Rivalität Esteghlal-Sepahan
Estrogen insensitivity syndrome,Östrogeninsensibilitätssyndrom
adventure sport,Abenteuersport
Evansville Purple Aces men's basketball,Evansville Purple Aces Herr Basketball
Evansville Purple Aces basketball,Evansville Lila Asse Basketball
Evansville men's basketball,Evansville Herren-Basketball
Evansville basketball,Evansville Basketball
Everett AquaSox,AquaSox - jetzt buchen
Excited delirium,Aufgeregtes Delirium
experimental musical instrument,experimentell Musikinstrument
FM Cocolo,FM Cocolo
Gannet AEW.3,Tölpel AEW.3
Fairey Gannet AEW.3,Fairey Tölpel AEW.3
Fairey Gannet AEW Mark 3,Fairey Tölpel AEW Mark 3
Gannet AEW Mark 3,Tölpel AEW Mark 3
FEU Taiwan,FEU Taiwan
Danbury FCI,Danbury FCI
FCI Danbury,FCI Danbury
Federal University of Technology Akure,Technisch Universität der Bund Akure
Federal University of Technology  Akure,Technisch Universität der Bund Akure
FUT Akure,FUT Akure
Fiat Abarth 850TC Berlina,Fiat Abarth 850TC Berlina
first inauguration of George W. Bush,erste Amtseinführung von George W. Bush
1st inauguration of George W. Bush,1. Amtseinführung von George W. Bush
2014 Florida gubernatorial election,Gouverneurswahl in Florida 2014
Florida gubernatorial election  2014,Gouverneurswahl in Florida 2014
2006 Florida gubernatorial election,Gouverneurswahl in Florida 2006
Florida gubernatorial election  2006,Gouverneurswahl in Florida 2006
Ford F-Series fourth generation,Ford F-Series vierte Generation
